name,location,latitude,longitude
Syanko Katti Rolls,battisputali,27.7108234,85.324608
Restaurant.Com,thamel,27.7144635,85.3107712
The Burger House & Crunchy Fried Chicken,new baneshwor,27.6918491,85.3364565
The Grill Park,chuchepati,27.719074,85.3347736
The Mari Cafe,putalisadak | new plaza,27.7033013,85.3233925
The Mithila Kitchen,narephant,27.6661243,81.6408177
Triple Tree Garden Bistro,sanepa,27.6877796,85.3063116
Trishna Tandoori Food Cafe,mid-baneshwor,27.6968175,85.3378051
Tuki Restro And Bar,shantinagar,27.6876267,85.3430967
Uncle Roys Fish & Chips And Salads,kupondole,27.6893237,85.3101218
Urban Press / Spice,kupondol,27.685829,85.3130228
Villa 72,uttardhoka| lazimpat,27.7182271,85.3210709
Wok Story,kupondole,27.6888751,85.3128023
Wok Storymid Baneswor,maitri tole| mid baneshwor,27.6968505,85.3409467
Wok Up Thai Inspired Kitchen,jyatha,27.7105004,85.3115838
Zuus X Shakeshaq,jawlakhel,27.6737766,85.310592
